what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1321620953056
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1321620953058
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1321620953058
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1321620953059
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1321620953059
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1321620953060
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1321620953061
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1321620953061
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1321620953062
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1321620953063
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1321620953063
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1321620953064
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1321620953064
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1321620953064
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1321620953065
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1321620953065
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1321620953066
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1321620953066
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1321620953067
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1321620953067
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1321620953068
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321620953068
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1321620953068
started,bundle,org.tigris.subversion.subclipse.core,1.6.15,"org.tigris.subversion.subclipse.core",1321620953068
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1321620953068
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1321620953068
started,bundle,org.eclipse.jdt.core,3.6.2.xx-20110310-1500-e36,"org.eclipse.jdt.core",1321620953068
started,bundle,org.eclipse.jdt.groovy.core,2.1.2.xx-20110310-1500-e36,"org.eclipse.jdt.groovy.core",1321620953069
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1321620953069
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1321620953069
started,bundle,org.eclipse.stp.sca,2.1.0.201006151052,"org.eclipse.stp.sca",1321620953070
started,bundle,org.eclipse.stp.sca.common.java,2.1.0.201006151053,"org.eclipse.stp.sca.common.java",1321620953070
started,bundle,org.eclipse.stp.sca.domainmodel.frascati,2.1.0.201006151053,"org.eclipse.stp.sca.domainmodel.frascati",1321620953071
started,bundle,org.eclipse.stp.sca.domainmodel.frascati.edit,2.1.0.201006151053,"org.eclipse.stp.sca.domainmodel.frascati.edit",1321620953072
started,bundle,org.eclipse.stp.sca.edit,2.1.0.201006151053,"org.eclipse.stp.sca.edit",1321620953085
os,sysinfo,,,"macosx",1321620953088
arch,sysinfo,,,"x86_64",1321620953088
ws,sysinfo,,,"cocoa",1321620953088
locale,sysinfo,,,"de_DE",1321620953088
processors,sysinfo,,,"4",1321620953088
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1321620953088
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11M3527",1321620953088
java.specification.name,sysinfo,,,"Java Platform API Specification",1321620953088
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321620953088
java.specification.version,sysinfo,,,"1.6",1321620953088
java.vendor,sysinfo,,,"Apple Inc.",1321620953088
java.version,sysinfo,,,"1.6.0_29",1321620953088
java.vm.info,sysinfo,,,"mixed mode",1321620953088
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1321620953088
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321620953088
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321620953088
java.vm.specification.version,sysinfo,,,"1.0",1321620953089
java.vm.vendor,sysinfo,,,"Apple Inc.",1321620953089
java.vm.version,sysinfo,,,"20.4-b02-402",1321620953089
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321620953280
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1321620953285
started,bundle,com.collabnet.subversion.merge,2.2.1,"com.collabnet.subversion.merge",1321620953397
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1321620953416
started,bundle,org.tigris.subversion.subclipse.ui,1.6.15,"org.tigris.subversion.subclipse.ui",1321620953446
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1321620956660
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1321620956692
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1321620956711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321620961334
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321620980214
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1321620980256
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321620981102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621025635
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621028881
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621055787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621074186
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621086220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621104417
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1321621114091
started,bundle,org.eclipse.emf.ecore.edit,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.edit",1321621114094
started,bundle,org.eclipse.emf.codegen.ecore.ui,2.6.0.v20100914-1218,"org.eclipse.emf.codegen.ecore.ui",1321621114094
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1321621114140
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1321621114186
started,bundle,org.eclipse.emf.codegen,2.6.0.v20100914-1218,"org.eclipse.emf.codegen",1321621131593
started,bundle,org.eclipse.emf.codegen.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.codegen.ecore",1321621131983
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1321621132525
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1321621132526
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1321621132587
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1321621132641
started,bundle,org.eclipse.pde,3.6.1.v201009090800,"org.eclipse.pde",1321621133731
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1321621133830
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1321621133834
started,bundle,org.codehaus.groovy,1.7.8.xx-20110310-1500-e36,"org.codehaus.groovy",1321621134081
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1321621141829
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1321621141914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621146441
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1321621146515
started,bundle,org.eclipse.gmf.xpand.migration,1.0.100.v20100309-2359,"org.eclipse.gmf.xpand.migration",1321621147029
started,bundle,de.ovgu.featureide.fm.ui,2.5.0.201103141528,"de.ovgu.featureide.fm.ui",1321621147723
started,bundle,de.ovgu.featureide.ui,2.5.0.201103141528,"de.ovgu.featureide.ui",1321621147729
started,bundle,de.ovgu.featureide.fm.core,2.5.0.201103141528,"de.ovgu.featureide.fm.core",1321621147758
started,bundle,de.ovgu.featureide.core,2.5.0.201103141528,"de.ovgu.featureide.core",1321621147766
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1321621150601
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1321621150609
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1321621151862
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1321621151865
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1321621152240
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,"org.maven.ide.eclipse.maven_model_edit",1321621152356
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,"org.maven.ide.eclipse",1321621152469
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1321621152488
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621167256
started,bundle,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.editor",1321621183427
opened,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1321621199570
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1321621199612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621199666
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1321621199686
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1321621199745
started,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1321621205434
started,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,"org.maven.ide.eclipse.refactoring",1321621205497
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.4.0.v20100331-2359,"org.eclipse.gmf.runtime.diagram.core",1321621214765
started,bundle,org.eclipse.gmf.ecore.editor,2.2.0.v20100315-2359,"org.eclipse.gmf.ecore.editor",1321621214768
started,bundle,org.eclipse.emf.transaction,1.4.0.v20100331-1738,"org.eclipse.emf.transaction",1321621214791
started,bundle,org.eclipse.emf.workspace,1.4.0.v20100224-1706,"org.eclipse.emf.workspace",1321621214792
started,bundle,org.eclipse.gmf.runtime.emf.core,1.4.1.v20100909-1300,"org.eclipse.gmf.runtime.emf.core",1321621214794
started,bundle,org.eclipse.emf.ecore.change,2.5.1.v20100907-1643,"org.eclipse.emf.ecore.change",1321621214837
started,bundle,org.eclipse.gmf.runtime.notation,1.4.1.v20100717-0059,"org.eclipse.gmf.runtime.notation",1321621214919
started,bundle,org.eclipse.gmf.runtime.common.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.common.core",1321621214941
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621215107
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.commands.core",1321621223327
started,bundle,org.eclipse.emf.validation.ui,1.3.0.v200901271722,"org.eclipse.emf.validation.ui",1321621223934
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1321621224098
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1321621224100
started,bundle,org.eclipse.gmf.runtime.diagram.ui,1.4.1.v20100909-1300,"org.eclipse.gmf.runtime.diagram.ui",1321621224124
started,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.4.1.v20100729-0030,"org.eclipse.gmf.runtime.diagram.ui.resources.editor",1321621224135
started,bundle,org.eclipse.gmf.runtime.common.ui,1.4.0.v20100518-2230,"org.eclipse.gmf.runtime.common.ui",1321621224143
started,bundle,org.eclipse.gmf.runtime.gef.ui,1.4.0.v20100430-1518,"org.eclipse.gmf.runtime.gef.ui",1321621224176
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1321621224235
started,bundle,org.eclipse.gmf.runtime.common.ui.action,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.action",1321621224254
started,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.4.0.v20100430-1518,"org.eclipse.gmf.runtime.common.ui.services.action",1321621224262
started,bundle,org.eclipse.gmf.runtime.common.ui.services,1.3.0.v20100423-2359,"org.eclipse.gmf.runtime.common.ui.services",1321621224264
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers,1.4.0.v20100430-1518,"org.eclipse.gmf.runtime.diagram.ui.providers",1321621224303
started,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.4.0.v20100223-2359,"org.eclipse.gmf.runtime.diagram.ui.actions",1321621224325
started,bundle,org.eclipse.emf.ecoretools.filters,0.8.0.v20100521-2009,"org.eclipse.emf.ecoretools.filters",1321621224648
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.providers.ide",1321621224658
started,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.4.0.v20100223-2359,"org.eclipse.gmf.runtime.common.ui.action.ide",1321621224675
started,bundle,org.eclipse.gmf.runtime.diagram.ui.printing,1.4.0.v20100430-1518,"org.eclipse.gmf.runtime.diagram.ui.printing",1321621224724
started,bundle,org.eclipse.gmf.runtime.diagram.ui.printing.render,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.diagram.ui.printing.render",1321621224730
started,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.4.2.v20101217-0030,"org.eclipse.gmf.runtime.draw2d.ui",1321621224795
started,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.4.2.v20101111-1500,"org.eclipse.gmf.runtime.draw2d.ui.render",1321621224804
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.type.core",1321621225181
started,bundle,org.eclipse.stp.sca.csa,2.1.0.201006151053,"org.eclipse.stp.sca.csa",1321621225876
started,bundle,org.eclipse.stp.sca.csa.edit,2.1.0.201006151053,"org.eclipse.stp.sca.csa.edit",1321621225878
started,bundle,org.eclipse.stp.sca.csa.diagram,2.1.0.201006151053,"org.eclipse.stp.sca.csa.diagram",1321621226381
started,bundle,org.eclipse.stp.sca.csa.diagram.extension,2.1.0.201006151053,"org.eclipse.stp.sca.csa.diagram.extension",1321621226382
started,bundle,org.eclipse.stp.sca.diagram,1.0.0.201006151053,"org.eclipse.stp.sca.diagram",1321621226467
started,bundle,org.eclipse.stp.sca.diagram.extension,2.1.0.201006151053,"org.eclipse.stp.sca.diagram.extension",1321621226469
started,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.4.1.v20100909-1300,"org.eclipse.gmf.runtime.diagram.ui.render",1321621226549
started,bundle,org.eclipse.stp.bpmn,1.2.0.201006151052,"org.eclipse.stp.bpmn",1321621226695
started,bundle,org.eclipse.stp.bpmn.edit,1.2.0.201006151052,"org.eclipse.stp.bpmn.edit",1321621226697
started,bundle,org.eclipse.stp.im.tool.in.bpmneditor,1.0.0.201006151053,"org.eclipse.stp.im.tool.in.bpmneditor",1321621226772
started,bundle,org.eclipse.stp.bpmn.diagram,1.2.0.201006151052,"org.eclipse.stp.bpmn.diagram",1321621226785
opened,editor,org.eclipse.gmf.ecore.editor,2.2.0.v20100315-2359,"org.eclipse.gmf.ecore.part.EcoreDiagramEditorID",1321621226983
started,bundle,org.eclipse.emf.ecoretools.diagram,0.10.0.v20100521-2009,"org.eclipse.emf.ecoretools.diagram",1321621227198
started,bundle,org.eclipse.gmf.runtime.emf.type.ui,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.type.ui",1321621227293
activated,editor,org.eclipse.gmf.ecore.editor,2.2.0.v20100315-2359,"org.eclipse.gmf.ecore.part.EcoreDiagramEditorID",1321621227388
started,bundle,org.eclipse.gmf.runtime.notation.edit,1.4.0.v20100512-1416,"org.eclipse.gmf.runtime.notation.edit",1321621227463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621227814
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1321621227896
activated,editor,org.eclipse.gmf.ecore.editor,2.2.0.v20100315-2359,"org.eclipse.gmf.ecore.part.EcoreDiagramEditorID",1321621239335
started,bundle,org.eclipse.emf.eef.runtime,0.8.1.v201009101041,"org.eclipse.emf.eef.runtime",1321621242058
started,bundle,org.eclipse.stp.bpmn.validation,1.2.0.201006151052,"org.eclipse.stp.bpmn.validation",1321621242071
started,bundle,org.eclipse.stp.sca.domainmodel.fabric3,2.1.0.201006151053,"org.eclipse.stp.sca.domainmodel.fabric3",1321621242138
started,bundle,org.eclipse.stp.sca.domainmodel.tuscany2,2.1.0.201006151053,"org.eclipse.stp.sca.domainmodel.tuscany2",1321621242171
started,bundle,org.eclipse.stp.sca.domainmodel.tuscany,2.1.0.201006151053,"org.eclipse.stp.sca.domainmodel.tuscany",1321621242205
started,bundle,org.eclipse.stp.sca.diagram.java,2.1.0.201006151053,"org.eclipse.stp.sca.diagram.java",1321621242336
started,bundle,org.eclipse.gmf.runtime.emf.ui,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.ui",1321621242347
started,bundle,org.eclipse.ocl,3.0.1.R30x_v201008251030,"org.eclipse.ocl",1321621323164
started,bundle,org.eclipse.ocl.ecore,3.0.1.R30x_v201008251030,"org.eclipse.ocl.ecore",1321621323175
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321621362802
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321638132594
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321638133400
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321638135970
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321638137219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321638137507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321638139288
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321638140521
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1321638142718
stopped,bundle,org.eclipse.mylyn.pde.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.pde.ui",1321638142719
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1321638142720
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1321638142721
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1321638142774
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1321638142775
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1321638142776
stopped,bundle,org.eclipse.gmf.codegen.ui,1.1.200.v20100302-2359,"org.eclipse.gmf.codegen.ui",1321638142777
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1321638142779
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1321638142786
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1321638142788
stopped,bundle,org.eclipse.emf.compare.ui,1.1.1.v201009150438,"org.eclipse.emf.compare.ui",1321638142788
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1321638142789
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1321638142790
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1321638142855
